date,norm_level
1993-01-31,74.83377731770834
1993-02-28,74.82973669270832
1993-03-31,74.83790544270833
1993-04-30,74.83900231770833
1993-05-31,74.85049606770833
1993-06-30,73.60245856770834
1993-07-31,72.35505856770833
1993-08-31,71.10346169270834
1993-09-30,69.83143044270834
1993-10-31,69.82735544270832
1993-11-30,69.81073044270833
1993-12-31,69.80633356770834
1994-01-31,69.80436169270834
1994-02-28,69.82425856770833
1994-03-31,69.84280231770833
1994-04-30,69.83959294270834
1994-05-31,69.82411169270833
1994-06-30,68.55794919270834
1994-07-31,67.30581481770834
1994-08-31,66.06597419270834
1994-09-30,64.81683669270834
1994-10-31,64.82287731770833
1994-11-30,64.80554606770833
1994-12-31,64.81747419270833
1995-01-31,64.81703044270834
1995-02-28,64.80871481770833
1995-03-31,64.80800231770833
1995-04-30,64.79749294270833
1995-05-31,64.80313981770833
1995-06-30,63.55502419270833
1995-07-31,62.30948981770834
1995-08-31,61.053596067708334
1995-09-30,59.80454294270833
1995-10-31,59.81778044270833
1995-11-30,59.79413356770833
1995-12-31,59.79912106770833
1996-01-31,59.849217942708336
1996-02-29,59.856552317708335
1996-03-31,59.867508567708335
1996-04-30,59.90186794270833
1996-05-31,59.91835856770834
1996-06-30,58.660927317708335
1996-07-31,57.396374192708336
1996-08-31,56.14707419270833
1996-09-30,54.88459294270833
1996-10-31,54.912739817708335
1996-11-30,54.91358044270834
1996-12-31,54.88901169270834
1997-01-31,54.88566169270834
1997-02-28,54.87517106770834
1997-03-31,54.84853356770834
1997-04-30,54.84229606770833
1997-05-31,54.86686794270833
1997-06-30,53.625261692708335
1997-07-31,52.39033981770834
1997-08-31,51.15857419270833
1997-09-30,49.90795231770833
1997-10-31,49.940852317708334
1997-11-30,49.93172731770834
1997-12-31,49.92432419270833
1998-01-31,49.92628669270834
1998-02-28,49.928427317708326
1998-03-31,49.93310231770833
1998-04-30,49.900714817708334
1998-05-31,49.866121067708335
1998-06-30,48.60855544270833
1998-07-31,47.375121067708335
1998-08-31,46.12015856770833
1998-09-30,44.87864294270833
1998-10-31,44.89004606770833
1998-11-30,44.92808669270833
1998-12-31,44.95817419270833
1999-01-31,44.97425544270833
1999-02-28,44.99939919270833
1999-03-31,45.01368669270833
1999-04-30,45.015349192708335
1999-05-31,45.02852731770833
1999-06-30,43.77311169270833
1999-07-31,42.50337106770833
1999-08-31,41.259014817708334
1999-09-30,40.010967942708334
1999-10-31,40.023302317708335
1999-11-30,39.971899192708335
1999-12-31,40.01282419270834
2000-01-31,40.03279606770833
2000-02-29,39.98910231770834
2000-03-31,40.019483567708335
2000-04-30,40.008136692708334
2000-05-31,39.98581481770833
2000-06-30,38.740242942708335
2000-07-31,37.482655442708335
2000-08-31,36.22765544270833
2000-09-30,34.96092731770833
2000-10-31,34.94732106770834
2000-11-30,34.90788981770833
2000-12-31,34.893833567708334
2001-01-31,34.87849606770833
2001-02-28,34.84829919270833
2001-03-31,34.86062731770833
2001-04-30,34.841808567708334
2001-05-31,34.84668669270834
2001-06-30,33.59866794270833
2001-07-31,32.35699294270833
2001-08-31,31.108799192708332
2001-09-30,29.852730442708335
2001-10-31,29.87343669270833
